Source,Target,Distance
27,820,computers
9,1027,games
70,1770,games
121,1946,fashion
105,399,computers
147,1262,fashion
13,2208,clothing
82,2190,games
36,127,fashion
11,622,clothing
168,567,sports
9,1300,sports
71,1697,movies
124,887,games
22,1022,games
35,874,clothing
129,1527,computers
94,333,clothing
64,1089,fashion
27,471,computers
74,2320,hardware
131,1835,hardware
84,403,hardware
126,531,hardware
97,819,fashion
35,807,electronics
135,1087,sports
13,755,automotive
28,1465,movies
85,864,clothing
8,1889,games
103,748,sports
110,236,games
32,1815,computers
54,536,fashion
131,1336,clothing
36,2161,hardware
122,2236,computers
97,1925,sports
141,1402,games
54,1042,automotive
128,1090,computers
70,561,sports
11,824,sports
9,371,movies
126,1803,computers
147,1894,hardware
9,1652,fashion
156,799,hardware
128,1111,sports
154,1583,computers
35,2127,sports
39,1624,electronics
57,1320,movies
54,526,games
116,498,games
59,2133,clothing
99,2278,computers
11,824,games
32,2271,sports
59,801,sports
126,949,electronics
70,27,sports
39,1624,computers
108,1929,games
111,855,clothing
64,1157,games
35,868,sports
85,309,games
25,1397,computers
64,1567,hardware
108,1929,games
36,1496,fashion
9,1300,fashion
59,2133,fashion
153,984,games
94,2260,electronics
99,1310,computers
120,1579,computers
8,1024,sports
133,2365,fashion
123,1634,sports
71,1161,games
141,2013,sports
9,1027,clothing
54,332,hardware
2,261,games
18,1658,clothing
84,1279,sports
105,1760,sports
77,343,fashion
115,1000,clothing
90,1972,hardware
100,2092,games
64,504,computers
153,984,games
25,1807,games
136,1729,games
18,1328,clothing
11,222,games
86,688,automotive
115,1886,clothing
85,84,hardware
126,967,sports
22,76,clothing
82,663,computers
51,726,games
110,2162,movies
116,721,computers
132,2071,computers
121,1946,games
27,1935,computers
53,1538,clothing
22,415,sports
142,971,movies
64,1157,clothing
71,1161,fashion
97,1522,electronics
13,271,clothing
131,1704,sports
160,1872,sports
90,1972,games
99,1310,games
118,38,computers
36,2227,clothing
64,926,computers
127,1734,clothing
51,726,hardware
39,1624,computers
59,2029,games
18,934,computers
35,861,movies
2,624,games
99,1310,clothing
133,2365,games
11,1722,clothing
123,1587,hardware
97,1756,sports
32,1423,sports
25,357,sports
99,1804,movies
61,409,hardware
72,1307,sports
100,1954,games
51,448,hardware
99,2368,clothing
72,2000,hardware
140,134,clothing
11,969,computers
8,1024,automotive
11,1155,clothing
125,500,sports
54,332,sports
77,343,movies
138,957,hardware
18,374,computers
110,1719,computers
84,1279,games
2,261,hardware
66,1360,clothing
121,1915,computers
168,2016,hardware
127,1734,computers
27,471,movies
72,1201,hardware
9,559,sports
123,1587,clothing
9,21,sports
64,504,movies
25,2216,movies
104,1615,movies
127,1734,fashion
2,261,computers
109,1019,fashion
135,1087,games
64,1997,clothing
72,1307,movies
70,1770,sports
99,1744,games
142,971,hardware
18,374,clothing
109,2293,clothing
82,1811,sports
74,62,movies
35,868,fashion
137,256,clothing
149,2299,fashion
121,1937,fashion
82,365,games
99,1310,computers
113,1911,movies
64,564,games
93,2177,games
94,1206,computers
110,1657,sports
142,231,computers
157,2057,electronics
20,286,computers
135,923,games
27,1892,electronics
133,2117,computers
70,433,games
44,427,clothing
32,265,clothing
53,1059,movies
70,1516,movies
99,2032,movies
36,1953,games
124,887,computers
32,1815,games
120,1210,electronics
51,828,games
35,305,clothing
153,383,clothing
54,770,clothing
27,856,games
115,2137,sports
70,1770,sports
84,1404,games
70,27,games
54,1436,clothing
64,926,sports
131,10,games
129,1468,clothing
85,84,hardware
35,1226,electronics
20,29,computers
147,1262,sports
54,770,clothing
35,400,electronics
51,828,computers
94,1966,electronics
103,1052,sports
141,1477,automotive
8,1885,fashion
25,1333,fashion
51,828,sports
35,807,games
25,1807,clothing
120,1210,movies
54,1234,computers
78,2254,games
27,1065,hardware
97,1609,automotive
78,1821,computers
39,410,clothing
154,996,sports
127,2241,sports
124,1636,sports
131,1753,computers
75,1525,fashion
64,846,games
133,347,computers
158,914,hardware
107,1112,sports
85,1403,sports
32,1423,games
35,2146,electronics
85,2122,electronics
77,1989,games
97,2152,hardware
95,436,sports
51,828,electronics
82,2361,computers
150,2362,sports
78,1769,computers
116,721,computers
59,2133,hardware
11,969,fashion
28,1805,electronics
97,2152,fashion
22,1022,games
85,2122,computers
109,1379,games
18,1948,sports
146,2303,games
150,2362,clothing
119,2356,hardware
39,410,games
163,1593,electronics
106,2024,computers
59,801,fashion
129,1527,automotive
82,1546,computers
27,471,computers
149,2299,sports
106,1308,hardware
110,1657,fashion
53,767,sports
75,253,movies
39,2113,computers
70,943,games
132,66,movies
93,2177,computers
18,121,sports
35,868,hardware
97,649,movies
156,799,sports
70,1521,games
117,973,fashion
39,1880,sports
131,2265,sports
124,1537,hardware
126,1803,electronics
117,1249,automotive
90,1972,games
93,1489,computers
72,1294,movies
74,915,fashion
27,856,movies
121,1946,clothing
22,844,sports
22,1717,computers
11,824,electronics
136,1070,fashion
132,1936,computers
25,643,clothing
84,1404,games
117,973,hardware
113,1150,sports
59,2029,clothing
63,462,fashion
74,2320,sports
99,1602,computers
75,65,electronics
94,896,games
66,736,clothing
11,969,fashion
131,1704,sports
136,2343,movies
54,1436,electronics
53,2139,hardware
27,611,hardware
25,357,sports
57,542,sports
75,1771,sports
100,1954,electronics
11,969,movies
61,1085,sports
109,1019,electronics
120,728,fashion
44,1926,fashion
99,1804,clothing
153,313,games
153,383,hardware
20,286,hardware
77,2386,clothing
97,412,movies
93,1489,computers
82,2361,fashion
116,721,sports
131,2265,fashion
94,896,movies
162,293,electronics
103,1052,sports
9,21,computers
9,371,clothing
32,265,sports
51,1049,electronics
122,1809,computers
131,1704,computers
54,2379,automotive
122,2236,sports
111,2081,fashion
85,864,games
149,2299,movies
104,825,games
94,352,games
126,949,fashion
66,1360,electronics
97,649,clothing
18,1658,computers
25,643,hardware
9,1300,sports
74,62,computers
70,943,computers
25,1397,clothing
106,1308,electronics
82,1546,clothing
126,1254,computers
8,1889,fashion
90,1445,sports
32,1120,games
54,165,computers
135,1228,games
71,1697,computers
36,1953,games
74,62,games
70,1516,fashion
106,1934,clothing
27,382,games
110,2162,fashion
75,1771,computers
93,1489,computers
74,582,automotive
70,1516,games
53,1059,games
35,400,hardware
142,1504,sports
61,511,sports
117,1249,hardware
36,2227,games
51,810,sports
72,715,clothing
103,1759,computers
75,253,movies
36,1953,movies
22,208,computers
77,1304,games
116,498,computers
126,1254,sports
70,27,fashion
64,564,games
146,2303,sports
153,313,clothing
168,567,movies
100,2306,computers
36,2227,fashion
116,498,games
90,808,movies
123,1190,computers
25,643,automotive
77,751,movies
155,732,games
106,1934,hardware
64,1017,computers
9,430,electronics
97,412,computers
145,41,fashion
11,824,computers
127,1734,games
57,378,sports
25,250,hardware
20,1384,hardware
120,1464,games
85,84,movies
72,1201,automotive
163,1382,computers
2,261,electronics
20,1801,electronics
44,1926,computers
84,1404,automotive
130,1235,electronics
133,281,clothing
149,1061,computers
36,1953,hardware
53,1059,sports
22,415,hardware
130,397,computers
121,2205,computers
85,309,computers
123,1991,movies
36,1614,electronics
44,1926,movies
112,742,sports
132,66,electronics
8,1197,electronics
112,742,games
97,1925,electronics
53,769,hardware
85,309,sports
153,984,games
8,464,automotive
142,1504,hardware
121,2205,electronics
160,1872,clothing
99,1744,clothing
18,1948,electronics
51,1075,games
70,420,sports
71,1161,electronics
136,1729,games
70,420,sports
108,1444,sports
53,670,clothing
51,143,automotive
72,765,movies
13,271,clothing
32,2271,sports
141,1402,clothing
61,1471,movies
22,233,computers
8,1197,hardware
106,1934,sports
57,2221,movies
35,941,fashion
109,1019,fashion
64,926,clothing
22,157,automotive
114,1581,clothing
106,2024,sports
32,1273,clothing
18,1205,computers
27,382,computers
20,29,computers
64,68,clothing
74,2132,games
97,9,computers
18,1005,games
135,1228,movies
93,1489,games
168,2016,electronics
131,10,movies
71,113,games
130,1146,hardware
61,1471,computers
9,1143,games
25,2216,electronics
74,1552,movies
149,1061,clothing
20,29,hardware
18,970,games
141,1477,computers
120,1464,clothing
20,1806,movies
90,391,sports
27,1935,computers
108,2153,sports
94,1966,hardware
94,741,clothing
27,221,sports
9,1277,games
72,715,sports
35,2127,automotive
72,1264,computers
104,47,clothing
146,2303,computers
156,799,clothing
82,365,clothing
149,2299,clothing
57,2285,fashion
13,1623,computers
84,997,games
147,1262,computers
27,1935,computers
66,473,games
90,1693,sports
95,1686,fashion
128,893,fashion
27,2073,clothing
35,2229,hardware
35,279,fashion
8,1889,fashion
134,1055,computers
35,807,hardware
51,726,games
177,1371,computers
113,1911,hardware
8,2383,computers
51,2030,sports
74,2320,games
123,1634,electronics
72,1370,games
53,1687,computers
137,1957,clothing
133,347,games
85,309,computers
111,1016,computers
131,1336,games
82,1811,computers
94,896,hardware
32,1120,hardware
44,427,computers
110,1657,sports
140,134,hardware
131,1835,fashion
54,1234,games
123,1991,fashion
132,2071,games
77,751,automotive
53,1059,movies
93,2177,movies
66,736,games
64,504,clothing
18,1005,computers
13,2208,fashion
103,1759,clothing
59,439,sports
94,1535,hardware
106,1308,games
44,827,fashion
110,1719,computers
156,1846,computers
20,286,sports
90,1693,games
72,765,hardware
108,375,games
22,76,computers
155,1792,sports
131,1753,clothing
39,410,sports
27,856,automotive
97,2152,sports
90,1445,movies
35,2229,computers
104,406,games
124,1537,computers
147,2316,games
35,400,hardware
97,649,computers
64,926,sports
36,1953,clothing
20,355,fashion
141,1402,computers
85,309,automotive
51,1393,clothing
53,1538,games
74,915,games
25,250,clothing
84,154,sports
35,2146,computers
9,1143,movies
99,2278,clothing
22,76,computers
108,1929,fashion
128,1111,hardware
51,2030,hardware
128,893,electronics
13,2208,games
77,1989,computers
157,2387,fashion
125,500,clothing
59,1480,games
94,333,electronics
103,1759,sports
150,1536,automotive
35,2146,computers
152,153,games
27,856,electronics
108,2153,games
27,628,clothing
57,542,games
125,331,sports
144,2052,clothing
64,1588,games
85,2122,games
97,649,electronics
99,2212,fashion
69,1162,hardware
136,2343,computers
131,1336,electronics
107,1112,movies
103,2142,hardware
100,2092,sports
70,1516,fashion
51,1485,games
133,79,hardware
126,1803,computers
132,2071,hardware
64,926,computers
99,2025,clothing
18,1005,fashion
74,2320,computers
115,2137,clothing
36,1001,fashion
13,755,sports
97,1640,computers
99,277,fashion
72,497,sports
69,1472,computers
64,1157,movies
153,383,sports
94,333,sports
27,1935,computers
135,923,computers
99,1602,clothing
2,624,computers
85,864,electronics
112,977,movies
103,2142,movies
142,971,games
51,1765,clothing
72,455,automotive
94,2260,electronics
28,1465,hardware
64,1017,movies
90,808,computers
8,2383,clothing
64,1089,automotive
111,620,electronics
27,471,computers
66,426,clothing
108,1929,clothing
160,1872,sports
126,531,movies
111,1016,clothing
99,2212,hardware
22,1717,movies
136,1070,games
64,1367,sports
57,542,hardware
9,1300,clothing
63,1690,automotive
90,1445,games
22,90,computers
82,2361,computers
72,717,computers
82,2361,fashion
135,1228,clothing
54,1234,sports
111,1016,clothing
142,1504,sports
93,2230,electronics
51,810,clothing
130,2182,fashion
104,2209,fashion
75,358,computers
126,531,games
74,15,computers
54,770,electronics
99,2368,computers
135,1087,hardware
22,844,movies
53,1687,clothing
82,1811,clothing
85,2122,movies
70,943,sports
53,1863,hardware
104,825,fashion
35,861,electronics
18,1005,hardware
36,1953,hardware
109,1379,computers
95,1686,clothing
2,2066,hardware
90,1530,electronics
51,1485,automotive
74,367,games
77,1989,games
97,1103,sports
97,819,games
39,2113,sports
20,1384,sports
133,79,fashion
64,1089,fashion
36,127,fashion
53,2139,sports
128,1090,movies
123,1634,sports
82,2190,automotive
128,893,hardware
2,1450,sports
35,2127,games
108,375,hardware
136,1941,games
66,736,clothing
109,2293,movies
114,1581,automotive
104,825,movies
117,1574,fashion
141,1402,games
9,21,games
53,1059,automotive
20,1123,movies
2,1450,sports
156,1846,fashion
108,2153,fashion
131,1753,clothing
117,1574,computers
177,1371,computers
75,358,computers
84,1279,movies
9,1027,clothing
127,2241,movies
126,1803,fashion
122,1730,fashion
117,973,hardware
160,1872,hardware
128,1111,fashion
113,1150,computers
57,306,electronics
111,620,movies
86,1732,sports
59,867,clothing
109,1019,computers
35,2229,electronics
2,2066,hardware
135,923,fashion
18,1948,sports
94,2260,computers
51,810,fashion
100,1954,electronics
121,1937,movies
35,2229,movies
123,1587,computers
109,2293,sports
148,1044,computers
27,1065,computers
66,2281,clothing
69,34,hardware
13,1167,sports
22,90,electronics
136,2295,sports
32,1120,computers
111,1338,fashion
126,949,automotive
64,1567,automotive
8,464,games
35,807,electronics
77,1304,games
133,347,fashion
135,1069,computers
124,1159,electronics
113,1150,sports
9,371,clothing
116,721,fashion
114,198,hardware
20,1145,sports
51,143,movies
132,66,computers
104,2209,fashion
2,261,games
18,1328,movies
124,1537,clothing
13,1072,computers
20,1806,hardware
28,1465,computers
70,420,sports
103,748,computers
97,1756,fashion
54,1042,electronics
82,2190,clothing
71,904,electronics
11,1155,clothing
85,2122,clothing
18,1874,sports
121,2205,games
115,1000,hardware
155,732,games
61,409,electronics
75,358,movies
113,1911,games
74,2132,games
59,931,electronics
63,585,fashion
25,643,movies
131,1704,movies
163,1382,hardware
54,770,computers
59,2029,fashion
64,1997,computers
99,2025,hardware
136,2343,games
8,1816,clothing
13,1373,clothing
77,1960,sports
64,504,computers
72,717,games
51,1393,sports
90,391,movies
131,2265,fashion
109,1379,games
72,1307,sports
54,2379,electronics
103,2142,sports
75,358,electronics
13,271,computers
61,1471,games
162,293,games
8,1816,games
9,1277,clothing
112,2326,sports
111,1016,games
20,36,fashion
9,430,fashion
54,2379,fashion
99,97,automotive
145,41,games
132,1936,fashion
127,1734,automotive
84,997,sports
28,1465,sports
163,1382,electronics
51,1485,movies
22,90,movies
132,554,games
94,896,computers
9,1277,computers
177,1371,computers
133,347,games
155,67,computers
54,1042,fashion
57,1320,clothing
63,1690,computers
61,1085,hardware
153,383,movies
113,1150,movies
69,1472,movies
135,1228,movies
82,2361,hardware
53,767,electronics
54,243,electronics
75,1771,clothing
124,1636,games
77,1960,sports
121,2205,games
72,717,games
77,2386,clothing
18,374,fashion
27,2073,movies
126,1254,sports
115,1000,sports
119,1512,movies
39,2113,games
90,1445,movies
137,256,electronics
72,1307,clothing
54,165,fashion
18,1205,clothing
8,464,hardware
127,2241,games
27,471,movies
94,333,clothing
64,1544,computers
72,2000,clothing
90,808,games
39,2113,movies
150,1536,clothing
148,1922,movies
11,390,games
137,404,sports
20,286,computers
133,347,fashion
110,2162,automotive
9,1652,clothing
120,601,fashion
85,936,fashion
100,1954,hardware
153,383,computers
84,154,clothing
105,399,sports
8,464,electronics
149,2299,hardware
133,347,hardware
36,1001,games
125,500,fashion
130,1146,clothing
20,355,movies
35,305,computers
93,508,movies
108,375,electronics
84,1945,clothing
66,473,fashion
162,293,movies
64,2009,fashion
93,1489,sports
115,2137,games
22,76,sports
75,1771,sports
35,305,sports
82,2361,electronics
54,178,fashion
57,2221,fashion
72,1201,movies
108,1929,hardware
104,754,electronics
74,367,fashion
35,1226,sports
35,2146,movies
13,271,computers
111,1681,games
74,2320,computers
106,2024,hardware
126,967,sports
35,2146,computers
153,984,fashion
122,186,sports
94,1535,computers
131,2265,sports
113,1911,fashion
110,2162,movies
64,1544,sports
114,2128,games
100,2092,fashion
168,567,automotive
22,157,movies
64,2009,sports
71,1093,movies
35,2127,sports
120,1579,games
99,1602,sports
20,1384,electronics
20,1145,hardware
130,397,computers
86,688,games
2,1450,computers
100,2306,games
25,643,clothing
121,1837,movies
136,1941,sports
44,827,electronics
54,526,movies
54,1042,movies
51,1049,clothing
57,378,sports
18,121,sports
25,250,automotive
20,355,electronics
74,915,movies
120,1464,hardware
11,1722,fashion
32,265,computers
20,1123,computers
129,1468,games
93,2177,sports
9,1277,hardware
20,1806,clothing
39,1420,sports
119,2356,movies
106,530,automotive
84,997,clothing
63,585,fashion
9,21,movies
132,2071,games
86,1732,games
2,2066,games
53,1687,games
82,2190,computers
135,1069,games
116,498,clothing
110,1719,clothing
27,628,electronics
99,2368,clothing
108,375,computers
119,1512,movies
64,1997,clothing
133,281,hardware
108,2153,fashion
129,2340,computers
54,536,games
144,2052,games
123,1634,sports
64,2009,computers
156,294,computers
99,2025,games
51,143,electronics
156,994,movies
155,67,clothing
27,1329,sports
94,1966,clothing
51,143,fashion
78,1821,automotive
11,824,automotive
99,277,games
111,388,hardware
51,448,games
115,1369,games
131,1336,computers
18,1958,games
18,1005,clothing
25,250,electronics
39,1420,movies
99,277,computers
66,1360,fashion
99,2368,clothing
25,357,sports
135,1087,sports
2,1337,computers
74,2320,sports
177,1371,hardware
85,84,computers
27,2073,sports
94,1966,hardware
126,1803,computers
2,1337,sports
77,595,clothing
54,536,computers
85,2359,fashion
113,1150,fashion
74,582,computers
112,2326,sports
155,67,games
158,914,games
35,807,movies
94,741,games
27,221,games
59,2133,sports
54,1163,games
117,1574,fashion
39,210,fashion
54,1163,clothing
150,2362,games
72,1264,computers
124,168,movies
27,628,sports
11,1722,clothing
13,2208,computers
77,1457,computers
126,949,computers
11,1722,games
103,2116,sports
53,1687,computers
90,808,fashion
124,1636,games
9,559,computers
109,1379,fashion
25,1333,clothing
85,2122,games
74,2090,games
54,1436,games
11,622,sports
59,2355,sports
122,2236,clothing
9,1652,computers
70,943,automotive
103,1759,computers
57,378,computers
137,256,computers
59,2355,sports
122,1730,movies
108,1929,games
36,1496,games
2,624,clothing
61,1085,hardware
93,2177,hardware
44,427,games
136,2295,computers
74,1270,computers
66,473,games
54,536,hardware
97,649,sports
84,1279,automotive
156,294,games
156,994,games
18,1958,electronics
82,2361,games
100,2092,games
129,1527,automotive
127,1734,hardware
25,1807,computers
136,2343,games
18,374,fashion
59,2355,computers
125,331,sports
54,770,fashion
136,1070,sports
66,12,clothing
18,970,clothing
20,286,games
77,2386,clothing
39,1420,games
140,579,electronics
82,1214,fashion
18,1874,clothing
9,371,clothing
94,896,hardware
53,2139,automotive
111,191,electronics
20,286,computers
93,417,hardware
100,1793,games
97,1640,movies
64,1997,games
39,1880,hardware
137,1957,movies
160,1872,computers
108,1444,fashion
71,1697,movies
51,1049,clothing
111,2081,clothing
134,1055,hardware
135,1069,computers
84,1279,computers
94,1966,movies
85,1403,clothing
126,531,computers
35,861,automotive
64,846,fashion
120,1210,hardware
20,1806,games
35,861,fashion
99,1744,electronics
131,1336,games
153,313,games
71,1451,movies
9,559,fashion
153,313,movies
127,1734,games
78,1821,hardware
142,1504,hardware
117,1249,clothing
126,967,clothing
142,971,computers
97,1925,movies
22,90,games
173,26,clothing
122,1809,movies
11,2222,sports
54,2379,movies
35,861,games
74,1552,sports
72,1370,clothing
72,1856,movies
133,79,clothing
136,2343,movies
115,1369,clothing
63,590,clothing
54,536,fashion
132,66,hardware
20,355,sports
109,1379,clothing
61,409,computers
20,29,games
153,383,fashion
124,1537,fashion
131,1704,games
156,1846,movies
84,244,clothing
132,2071,games
70,433,electronics
54,1436,games
72,1484,computers
74,2320,fashion
110,1657,clothing
108,2153,movies
22,985,movies
18,1205,computers
153,984,hardware
8,1241,clothing
137,1015,hardware
132,554,fashion
2,261,sports
53,1538,computers
120,1210,computers
61,1085,electronics
156,994,games
94,896,hardware
117,1249,electronics
136,1941,games
132,1936,sports
64,1997,sports
75,65,games
11,969,electronics
90,1639,clothing
128,1111,games
27,611,sports
77,124,games
66,426,computers
8,1241,clothing
140,134,sports
132,554,clothing
63,83,computers
104,1495,games
64,1567,automotive
27,820,hardware
120,1210,clothing
70,1770,clothing
22,1782,clothing
69,1472,electronics
116,721,computers
59,2133,hardware
146,2303,computers
72,1294,games
97,9,electronics
53,881,fashion
77,124,clothing
66,426,sports
59,439,sports
51,1485,fashion
114,198,games
18,934,hardware
120,1579,games
142,231,movies
155,1792,computers
77,1304,fashion
44,1926,computers
114,1581,sports
94,1206,hardware
103,1052,movies
57,542,movies
27,221,clothing
74,915,computers
44,1926,computers
25,1807,fashion
20,1145,fashion
132,2071,fashion
82,2361,fashion
154,1583,sports
133,2117,electronics
131,1835,clothing
122,2236,hardware
94,1206,games
36,445,fashion
94,352,electronics
63,83,fashion
128,1090,computers
54,770,sports
90,1693,games
110,236,games
122,186,clothing
72,1264,movies
9,1652,fashion
70,943,electronics
140,134,games
18,1328,computers
78,2254,hardware
11,222,computers
156,294,computers
2,261,games
99,2025,games
39,2113,sports
64,1997,sports
168,567,hardware
126,1803,clothing
64,1157,games
9,21,sports
70,561,computers
66,736,sports
36,1001,computers
111,2081,movies
118,1905,hardware
131,1753,games
54,1321,clothing
114,198,games
66,1360,movies
35,701,computers
99,1310,movies
99,277,computers
51,810,computers
156,799,hardware
118,1905,computers
137,256,computers
75,65,hardware
18,121,clothing
39,2113,electronics
155,1792,electronics
77,2386,clothing
18,374,computers
18,1064,electronics
94,333,hardware
99,2278,hardware
148,1922,clothing
2,261,movies
35,1226,movies
64,564,computers
85,84,movies
2,261,computers
111,855,games
119,2356,clothing
90,391,games
18,1064,electronics
114,198,fashion
39,2113,movies
133,79,automotive
13,271,fashion
54,1042,games
85,2122,games
155,732,movies
147,1262,computers
9,1091,electronics
85,864,games
77,124,hardware
117,1574,hardware
154,996,sports
115,1000,fashion
64,1157,movies
22,157,fashion
108,1444,electronics
71,1093,fashion
25,643,games
133,347,electronics
148,1044,movies
25,2216,computers
121,1837,hardware
2,624,computers
74,15,sports
94,1966,computers
85,2309,games
119,2356,fashion
148,1922,computers
142,231,fashion
64,1017,movies
54,536,hardware
25,1397,games
18,934,automotive
64,926,clothing
27,611,sports
63,1548,fashion
82,2361,clothing
112,1434,sports
20,1384,games
82,365,electronics
121,1937,computers
9,1091,electronics
131,1835,fashion
59,439,computers
100,1793,sports
72,497,sports
64,1588,movies
57,542,hardware
77,1304,computers
72,765,clothing
103,2116,clothing
127,2241,clothing
84,997,hardware
142,971,computers
124,1537,computers
54,165,hardware
111,388,games
74,1270,computers
35,941,clothing
132,1974,fashion
112,977,sports
72,765,computers
104,825,games
13,1373,sports
77,1960,computers
36,2161,hardware
133,1097,clothing
135,923,fashion
72,765,sports
94,1206,computers
77,124,automotive
74,1552,clothing
132,66,clothing
153,313,sports
99,2212,clothing
64,1567,hardware
28,1465,computers
11,1114,computers
25,1333,movies
64,1544,movies
39,1420,computers
36,1953,computers
59,2355,movies
66,473,computers
78,13,sports
51,726,computers
35,740,games
70,27,fashion
53,670,clothing
155,732,clothing
153,383,electronics
84,403,games
93,508,movies
25,102,sports
9,1091,computers
35,941,movies
28,1805,computers
2,1337,electronics
123,1587,electronics
59,439,sports
51,143,games
13,1555,electronics
117,973,hardware
110,236,clothing
155,1792,games
97,1640,clothing
11,390,fashion
20,1123,games
112,2326,electronics
94,333,computers
71,1451,computers
22,76,sports
84,1404,computers
22,157,computers
77,751,fashion
136,1070,computers
100,2306,movies
123,1634,games
27,471,fashion
103,748,computers
155,1792,games
84,997,clothing
59,2133,games
72,765,computers
122,1809,sports
122,186,games
84,1279,movies
74,2132,electronics
126,531,fashion
53,1687,computers
133,2365,games
93,417,fashion
54,2379,sports
64,1588,hardware
53,767,games
57,378,movies
118,38,computers
39,1420,movies
70,433,movies
54,2379,computers
9,430,computers
82,1214,games
69,34,electronics
72,1856,movies
32,265,hardware
72,715,clothing
147,1894,sports
32,1423,automotive
150,442,movies
90,1445,fashion
51,1318,hardware
22,415,electronics
94,1966,computers
95,436,games
36,2227,fashion
54,332,games
97,1522,movies
117,1249,clothing
122,186,games
97,1925,hardware
120,1464,movies
59,1480,electronics
53,767,fashion
90,391,fashion
25,1333,fashion
119,1512,automotive
22,90,computers
8,464,computers
93,2177,movies
64,2084,movies
18,934,computers
123,1991,games
111,1016,hardware
9,21,fashion
134,1055,clothing
8,1889,hardware
149,2299,clothing
57,2285,movies
109,1019,sports
36,127,clothing
125,500,movies
64,1567,movies
54,536,clothing
22,985,fashion
132,1974,games
22,844,sports
130,1146,fashion
115,1886,hardware
133,79,electronics
142,1504,sports
35,305,sports
147,1894,hardware
11,390,computers
104,406,hardware
22,233,fashion
72,717,movies
35,861,electronics
84,2218,games
99,1602,sports
111,191,movies
36,1001,hardware
147,2316,games
136,2295,games
74,62,clothing
136,1941,fashion
100,1954,hardware
95,436,sports
120,601,sports
71,1697,computers
18,1958,computers
155,67,computers
70,1521,clothing
18,1658,sports
106,530,fashion
11,1722,hardware
32,265,sports
35,807,movies
99,2278,games
108,2153,hardware
86,688,games
74,367,electronics
61,1645,games
90,1639,sports
179,1335,hardware
72,497,movies
134,763,sports
156,1846,fashion
22,157,hardware
90,1693,computers
72,1294,clothing
100,1954,computers
64,1017,movies
20,355,games
54,332,movies
90,1639,games
131,1835,automotive
99,2278,automotive
27,628,movies
36,127,movies
51,2030,hardware
124,1636,electronics
94,1206,fashion
162,1459,computers
2,1337,fashion
137,404,computers
57,2221,computers
104,47,games
74,2090,computers
53,767,clothing
9,371,clothing
28,1465,sports
85,936,clothing
57,306,hardware
153,984,electronics
8,1816,hardware
27,2073,games
94,1535,movies
105,1760,hardware
27,2384,games
123,1634,games
20,36,electronics
106,1308,hardware
2,1450,sports
66,426,clothing
70,1521,automotive
82,1546,computers
18,1064,games
94,896,automotive
82,2361,sports
72,455,computers
115,1000,electronics
131,2265,games
13,755,fashion
122,2236,computers
137,1957,electronics
8,2383,sports
125,500,movies
82,1214,fashion
63,212,clothing
72,1484,hardware
51,828,sports
141,1477,computers
85,936,games
168,567,sports
93,1489,clothing
18,1948,computers
25,1333,electronics
70,1521,computers
126,1254,computers
54,1234,computers
72,1856,computers
18,1064,movies
136,1070,clothing
100,2092,games
78,1769,fashion
72,1370,computers
100,1954,fashion
74,582,fashion
72,765,games
103,2142,electronics
20,1806,computers
111,1338,sports
90,808,clothing
35,279,games
9,1027,clothing
53,767,clothing
35,941,fashion
142,1504,clothing
57,542,sports
57,2285,hardware
124,168,electronics
27,1935,electronics
85,2359,clothing
85,2359,computers
71,1093,sports
120,728,hardware
86,1732,sports
35,868,fashion
66,1360,games
133,1136,computers
99,277,electronics
104,47,sports
130,1146,clothing
53,2035,hardware
111,1422,sports
35,868,clothing
74,2132,games
123,1190,clothing
84,1945,computers
82,2190,computers
74,62,sports
99,2224,games
122,2236,computers
57,378,computers
110,1657,computers
9,1300,computers
11,622,hardware
71,1093,computers
112,1434,computers
72,1856,fashion
111,1681,hardware
64,1997,sports
77,1989,computers
36,2161,movies
133,347,computers
70,943,computers
142,231,games
104,2209,sports
35,2146,games
136,2295,sports
82,365,hardware
53,769,games
84,2244,clothing
59,439,movies
126,949,computers
20,286,movies
108,375,games
179,1335,games
74,15,games
135,923,games
13,271,games
9,1652,clothing
57,1320,fashion
13,1623,movies
110,1719,computers
44,1926,clothing
54,243,hardware
72,455,movies
112,1434,clothing
85,2309,hardware
35,2229,fashion
82,663,fashion
51,726,clothing
111,1422,games
99,277,automotive
53,769,fashion
61,1645,movies
20,1145,fashion
123,1634,automotive
64,68,hardware
18,1005,fashion
22,985,clothing
13,271,fashion
74,62,sports
85,84,electronics
131,1704,fashion
9,401,clothing
63,1690,computers
99,2224,hardware
157,2387,sports
93,2177,sports
126,1254,sports
85,864,computers
25,357,games
146,2303,movies
51,1049,games
115,2137,computers
94,741,sports
27,820,games
20,1384,hardware
64,2009,sports
99,1804,movies
120,1210,fashion
35,807,electronics
150,2362,clothing
123,1587,sports
27,471,movies
121,2205,hardware
104,2209,games
106,929,hardware
54,1026,fashion
39,1880,games
147,1894,hardware
158,914,clothing
77,124,sports
74,1270,fashion
27,1892,fashion
162,1459,games
25,2216,sports
84,1404,automotive
113,1911,electronics
121,1837,clothing
135,1011,computers
141,2013,hardware
54,1321,sports
94,1966,clothing
25,250,games
74,1552,clothing
111,1422,electronics
27,820,sports
127,1734,computers
111,1016,sports
32,1120,sports
123,1587,fashion
116,721,automotive
